ID,Title,Artist,Album,File_Path,Cover_Path,First_Comment,Lowest_Pitch,First_Quartile_Pitch,Medium_Pitch,Third_Quartile_Pitch,Highest_Pitch
757,到底還要等多久,PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 到底還要等多久.mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=9ROqo6CTyKg,45,52,57,61,65
758,只有我的旁邊 旁邊沒有人,PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 只有我的旁邊 旁邊沒有人.mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=VyCoCMyJajQ,44,51,52,57,68
759,咕咕雞,PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 咕咕雞.mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=Z_H7Jz4SeZA,45,57,62,70,81
760,嘟嘟嘟嘟嘟,PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 嘟嘟嘟嘟嘟.mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=L8marWqIWyI,47,51,58,66,71
761,寫了一本書給你,PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 寫了一本書給你.mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=VDlg33MH6-Y,47,52,61,63,66
762,小氣鬼喝涼水,PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 小氣鬼喝涼水.mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=DpNYcuVVJkI,45,57,61,64,68
763,我不想回家,PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 我不想回家.mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=PSWs5GJKDR8,44,56,59,63,68
764,我們在試音,PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 我們在試音.mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=b3WA82nkLMw,48,58,61,62,69
765,我想要Macbook Pro,PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 我想要Macbook Pro.mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=VgpHoZHhWJg,47,57,58,60,70
766,月亮不會亮,PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 月亮不會亮.mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=2hd79h4aeE0,44,52,54,57,63
767,流浪王子 (鋼琴版),PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 流浪王子 (鋼琴版).mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=pJNcnv309mU,48,52,54,57,66
768,流浪王子,PA PUN BAND,痞得胖,./Music/痞得胖/PA PUN BAND - 流浪王子.mp3,./Cover/痞得胖.jpg,https://music.youtube.com/watch?v=Y9VFqLjERmM,47,54,56,59,68
769,2012,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 2012.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=GHuZ9tDNhBI,45,59,64,66,76
770,OAOA(現在就是永遠),Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - OAOA(現在就是永遠).mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=NYpBk6mdSIc,43,52,61,64,76
771,T1213121,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - T1213121.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=Jm1D468h0B8,43,48,50,52,57
772,三個傻瓜,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 三個傻瓜.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=W7Tc0OH_bG4,47,57,62,66,76
773,乾杯,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 乾杯.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=DyNiujSHnOk,43,52,56,60,67
774,倉頡,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 倉頡.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=p4hxF-8HefE,43,54,58,62,67
775,我不願讓你一個人,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 我不願讓你一個人.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=qkOtQU1wb_Q,49,55,59,60,67
776,明日,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 明日.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=xgiosyDo9_4,64,64,64,67,67
777,星空,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 星空.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=NOe1lwdRH8M,45,53,57,60,68
778,有些事現在不做 一輩子都不會做了,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 有些事現在不做 一輩子都不會做了.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=YmNN2EZxUCE,45,52,59,64,74
779,歪腰,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 歪腰.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=ihF5q_T7d4E,48,60,63,65,69
780,洗衣機,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 洗衣機.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=_D2VO3wWmQA,46,58,62,62,70
781,第二人生,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 第二人生.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=TmwEMOo24F0,45,54,59,62,69
782,諾亞方舟,Mayday,第二人生(明日版),./Music/第二人生 Now Here 明日版/Mayday - 諾亞方舟.mp3,./Cover/第二人生(明日版).jpg,https://music.youtube.com/watch?v=0d791EKDVhA,45,54,59,62,66
783,Sing It Out,Penny Tai,純屬意外,./Music/純屬意外/Penny Tai - Sing It Out.mp3,./Cover/純屬意外.jpg,https://music.youtube.com/watch?v=EU7KQ8i4e_M,50,52,54,56,66
784,你怎麼可以安心的睡著,Penny Tai,純屬意外,./Music/純屬意外/Penny Tai - 你怎麼可以安心的睡著.mp3,./Cover/純屬意外.jpg,https://www.youtube.com/watch?v=5aNqV9CDqw8,49,58,60,65,72
785,剪不斷,Penny Tai,純屬意外,./Music/純屬意外/Penny Tai - 剪不斷.mp3,./Cover/純屬意外.jpg,https://www.youtube.com/watch?v=SB8nvmY85Zs,52,59,61,66,71
786,右臉,Penny Tai,純屬意外,./Music/純屬意外/Penny Tai - 右臉.mp3,./Cover/純屬意外.jpg,https://www.youtube.com/watch?v=56VbZbXRdjs,52,60,64,67,79
787,懶人漫遊,Penny Tai,純屬意外,./Music/純屬意外/Penny Tai - 懶人漫遊.mp3,./Cover/純屬意外.jpg,https://www.youtube.com/watch?v=56VbZbXRdjs,52,60,64,67,79
788,沒有人愛,Penny Tai,純屬意外,./Music/純屬意外/Penny Tai - 沒有人愛.mp3,./Cover/純屬意外.jpg,https://www.youtube.com/watch?v=JuBJMTe4ZJc,46,60,65,67,70
789,無賴,Penny Tai,純屬意外,./Music/純屬意外/Penny Tai - 無賴.mp3,./Cover/純屬意外.jpg,https://www.youtube.com/watch?v=AWwgqP20CkI,53,58,60,65,72
790,純屬意外,Penny Tai,純屬意外,./Music/純屬意外/Penny Tai - 純屬意外.mp3,./Cover/純屬意外.jpg,https://www.youtube.com/watch?v=B_eMayJs-jA,46,58,62,65,70
791,草莓麵包,Penny Tai,純屬意外,./Music/純屬意外/Penny Tai - 草莓麵包.mp3,./Cover/純屬意外.jpg,https://www.youtube.com/watch?v=KGQmBf6uR4Q,57,64,71,72,82
792,"愛,轉動",Harlem Yu/Jeff Chang,絕對收藏張信哲,"./Music/絕對收藏張信哲/Harlem Yu, Jeff Chang - 愛,轉動.mp3",./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=RIeb6Nx1sX4,44,54,59,63,70
793,下一個永遠,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 下一個永遠.mp3,./Cover/絕對收藏張信哲.jpg,https://www.youtube.com/watch?v=hMTtFClD4rI,45,57,64,67,69
794,九月雨,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 九月雨.mp3,./Cover/絕對收藏張信哲.jpg,https://www.youtube.com/watch?v=FAIXwI-sO0g,51,59,62,64,71
795,你知道應該如何愛著我,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 你知道應該如何愛著我.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=H3QgzYrRQAI,44,58,60,63,68
796,別怕我傷心,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 別怕我傷心.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=yCRyNCtRKS8,49,58,60,63,70
797,心愛寶貝,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 心愛寶貝.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=98qurBHiBQE,47,57,63,66,70
798,想我的理由,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 想我的理由.mp3,./Cover/絕對收藏張信哲.jpg,https://www.youtube.com/watch?v=_3SsbFHMoWM,45,57,64,67,69
799,愛如潮水,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 愛如潮水.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=roIxF6BIuic,49,61,64,66,76
800,愛已成風,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 愛已成風.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=WRLrzGxdIgo,49,58,63,66,70
801,愛與折磨,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 愛與折磨.mp3,./Cover/絕對收藏張信哲.jpg,https://www.youtube.com/watch?v=ruH-_LxmdGY,48,57,60,63,67
802,我們愛這個錯,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 我們愛這個錯.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=zxLskC9nDg0,52,56,60,62,66
803,我是真的愛你,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 我是真的愛你.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=V6LEECfHWfU,48,58,60,62,69
804,我真的願意,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 我真的願意.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=lddtHnXtE4I,49,57,62,64,68
805,打造一個希望的城市,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 打造一個希望的城市.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=0F-NZ-6v6zs,44,60,63,65,68
806,曾經愛過,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 曾經愛過.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=cJE6UTCoURM,50,55,62,64,68
807,最想念的季節,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 最想念的季節.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=qqGAkNGUOaA,44,60,63,65,69
808,月半圓,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 月半圓.mp3,./Cover/絕對收藏張信哲.jpg,https://www.youtube.com/watch?v=Iy2ferf4M-Y,48,58,60,65,70
809,有妳真的會快樂嗎,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 有妳真的會快樂嗎.mp3,./Cover/絕對收藏張信哲.jpg,https://www.youtube.com/watch?v=fQItfi8WsK8,47,59,64,67,71
810,白月光,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 白月光.mp3,./Cover/絕對收藏張信哲.jpg,https://www.youtube.com/watch?v=Bvs7fmc6SS0,50,55,58,62,66
811,相信相依,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 相信相依.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=MrGOD3MEzrc,48,56,58,60,65
812,知道,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 知道.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=4GOPz9D9nEo,43,55,59,62,67
813,給我一些音樂,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 給我一些音樂.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=iOmyIN6IqdM,45,57,62,64,68
814,習慣寂寞,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 習慣寂寞.mp3,./Cover/絕對收藏張信哲.jpg,https://www.youtube.com/watch?v=ia3zFCzs8lw,45,55,58,61,68
815,讓我忘記你的臉,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 讓我忘記你的臉.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=ibwyY90HGXQ,53,58,61,66,68
816,這個世界,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 這個世界.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=1TH2DOSXcts,52,57,62,64,66
817,難以抗拒你容顏,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 難以抗拒你容顏.mp3,./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=CO7FUUfJIqg,48,58,62,63,67
818,難道,Jeff Chang,絕對收藏張信哲,./Music/絕對收藏張信哲/Jeff Chang - 難道.mp3,./Cover/絕對收藏張信哲.jpg,https://www.youtube.com/watch?v=rdcJ9ZNzvC8,54,62,62,64,67
819,有一點動心,Jeff Chang/劉嘉玲,絕對收藏張信哲,"./Music/絕對收藏張信哲/Jeff Chang, 劉嘉玲 - 有一點動心.mp3",./Cover/絕對收藏張信哲.jpg,https://music.youtube.com/watch?v=0ccW8oNpBUs,48,59,61,63,68
820,以上皆非,LaLa Hsu,給,./Music/給/LaLa Hsu - 以上皆非.mp3,./Cover/給.jpg,https://www.youtube.com/watch?v=TU_heiqZZ38,55,67,69,72,78
821,我想到你就再也不怕,LaLa Hsu,給,./Music/給/LaLa Hsu - 我想到你就再也不怕.mp3,./Cover/給.jpg,https://www.youtube.com/watch?v=BRFkObw0-6M,53,60,65,69,76
822,沒有第三者的分手,LaLa Hsu,給,./Music/給/LaLa Hsu - 沒有第三者的分手.mp3,./Cover/給.jpg,https://www.youtube.com/watch?v=xAvx8xEtkqU,55,67,69,71,74
823,準明星,LaLa Hsu,給,./Music/給/LaLa Hsu - 準明星.mp3,./Cover/給.jpg,https://www.youtube.com/watch?v=MmH137Vrsww,54,66,69,71,79
824,給,LaLa Hsu,給,./Music/給/LaLa Hsu - 給.mp3,./Cover/給.jpg,https://www.youtube.com/watch?v=iL9wquZC1-U,49,68,71,71,75
825,雛形,LaLa Hsu,給,./Music/給/LaLa Hsu - 雛形.mp3,./Cover/給.jpg,https://www.youtube.com/watch?v=EG9RR22TUXI,43,62,64,69,72
826,也許是愛情,Ronghao Li,縱橫四海,./Music/縱橫四海/Ronghao Li - 也許是愛情.mp3,./Cover/縱橫四海.jpg,https://music.youtube.com/watch?v=4ohPu4GM1aI,46,55,58,60,68
827,山川,Ronghao Li,縱橫四海,./Music/縱橫四海/Ronghao Li - 山川.mp3,./Cover/縱橫四海.jpg,https://www.youtube.com/watch?v=4P3YjrqQrz0,47,57,60,64,65
828,情人,Ronghao Li,縱橫四海,./Music/縱橫四海/Ronghao Li - 情人.mp3,./Cover/縱橫四海.jpg,https://www.youtube.com/watch?v=oPf8OjYH07s,47,57,61,66,78
829,我們好好的,Ronghao Li,縱橫四海,./Music/縱橫四海/Ronghao Li - 我們好好的.mp3,./Cover/縱橫四海.jpg,https://www.youtube.com/watch?v=4qnBf6Czt7s,51,56,59,62,67
830,烏梅子醬,Ronghao Li,縱橫四海,./Music/縱橫四海/Ronghao Li - 烏梅子醬.mp3,./Cover/縱橫四海.jpg,https://www.youtube.com/watch?v=zV9lTFwynK8,43,57,57,61,70
831,縱橫四海,Ronghao Li,縱橫四海,./Music/縱橫四海/Ronghao Li - 縱橫四海.mp3,./Cover/縱橫四海.jpg,https://www.youtube.com/watch?v=PeCoB2JsDrc,45,45,45,46,47
832,習慣晚睡,Ronghao Li,縱橫四海,./Music/縱橫四海/Ronghao Li - 習慣晚睡.mp3,./Cover/縱橫四海.jpg,https://www.youtube.com/watch?v=-xAre5HfnVg,49,54,58,62,66
833,脫胎換骨,Ronghao Li,縱橫四海,./Music/縱橫四海/Ronghao Li - 脫胎換骨.mp3,./Cover/縱橫四海.jpg,https://www.youtube.com/watch?v=3NgVAQuI5T8,47,55,60,61,65
834,對等關係 (feat. 張惠妹),Ronghao Li/A-Mei Chang,縱橫四海,"./Music/縱橫四海/Ronghao Li, A-Mei Chang - 對等關係 (feat. 張惠妹).mp3",./Cover/縱橫四海.jpg,https://www.youtube.com/watch?v=mQUek1GYfvs,47,59,63,68,73
835,千禧,Hormone Boys,美好年代:2000,./Music/美好年代：2000/Hormone Boys - 千禧.mp3,./Cover/美好年代:2000.jpg,https://www.youtube.com/watch?v=PfwaZPe5fLE,50,59,61,64,69
836,其實沒有那麼寂寞,廖文強,至少很好笑,./Music/至少很好笑/廖文強 - 其實沒有那麼寂寞.mp3,./Cover/至少很好笑.jpg,https://music.youtube.com/watch?v=lpvv7NLWkDc,51,58,60,63,75
837,孩子的大冒險,廖文強,至少很好笑,./Music/至少很好笑/廖文強 - 孩子的大冒險.mp3,./Cover/至少很好笑.jpg,https://music.youtube.com/watch?v=QaOmiyZAx2A,43,55,60,64,71
838,我才沒有,廖文強,至少很好笑,./Music/至少很好笑/廖文強 - 我才沒有.mp3,./Cover/至少很好笑.jpg,https://music.youtube.com/watch?v=r3lEKt-upcg,46,58,59,63,68
839,燒肉哇哈哈,廖文強,至少很好笑,./Music/至少很好笑/廖文強 - 燒肉哇哈哈.mp3,./Cover/至少很好笑.jpg,https://music.youtube.com/watch?v=b8Zl_suT_Ds,45,60,62,69,72
840,眼光,廖文強,至少很好笑,./Music/至少很好笑/廖文強 - 眼光.mp3,./Cover/至少很好笑.jpg,https://music.youtube.com/watch?v=MWjNtASMBx8,52,59,64,64,73
841,闖,廖文強,至少很好笑,./Music/至少很好笑/廖文強 - 闖.mp3,./Cover/至少很好笑.jpg,https://music.youtube.com/watch?v=lTFwgIwSHOQ,51,58,63,65,75
842,"致,___",貝克小姐Miss Bac.,"致,___","./Music/致，___/貝克小姐Miss Bac. - 致,___.mp3","./Cover/致,___.jpg",https://music.youtube.com/watch?v=iGfdHWAj50Q,43,60,62,67,74
843,一隻眼睛,Christine Fan,范范的感恩節,./Music/范范的感恩節/Christine Fan - 一隻眼睛.mp3,./Cover/范范的感恩節.jpg,https://www.youtube.com/watch?v=Ts3FVXkkisI,58,63,67,68,72
844,吻合,Christine Fan,范范的感恩節,./Music/范范的感恩節/Christine Fan - 吻合.mp3,./Cover/范范的感恩節.jpg,https://www.youtube.com/watch?v=Ut7_tmysaG0,56,65,68,70,71
845,大風吹,Christine Fan,范范的感恩節,./Music/范范的感恩節/Christine Fan - 大風吹.mp3,./Cover/范范的感恩節.jpg,https://www.youtube.com/watch?v=dDcKgq0ZvEE,57,62,66,69,73
846,很久很久以後,Christine Fan,范范的感恩節,./Music/范范的感恩節/Christine Fan - 很久很久以後.mp3,./Cover/范范的感恩節.jpg,https://www.youtube.com/watch?v=6VCpmBYAKXI,54,62,66,69,71
847,感恩節,Christine Fan,范范的感恩節,./Music/范范的感恩節/Christine Fan - 感恩節.mp3,./Cover/范范的感恩節.jpg,https://www.youtube.com/watch?v=qpwq9apGkgk,50,60,66,70,72
848,練習曲,Christine Fan,范范的感恩節,./Music/范范的感恩節/Christine Fan - 練習曲.mp3,./Cover/范范的感恩節.jpg,https://www.youtube.com/watch?v=0Q_miXtDEzw,60,63,67,68,74
849,落單,Christine Fan,范范的感恩節,./Music/范范的感恩節/Christine Fan - 落單.mp3,./Cover/范范的感恩節.jpg,https://www.youtube.com/watch?v=V_9USe06hz0,53,60,67,68,72
850,那個早晨,Christine Fan,范范的感恩節,./Music/范范的感恩節/Christine Fan - 那個早晨.mp3,./Cover/范范的感恩節.jpg,https://www.youtube.com/watch?v=KNHLgiD7Mpg,53,60,65,67,72
851,Don't cry Don't cry - 公視:你的孩子不是你的孩子 主題曲,Waa Wei,藏著並不等於遺忘,./Music/藏著並不等於遺忘/Waa Wei - Don't cry Don't cry - 公視-你的孩子不是你的孩子 主題曲.mp3,./Cover/藏著並不等於遺忘.jpg,https://www.youtube.com/watch?v=VGHLqi_mxnk,44,61,65,68,75
852,Ophelia,Waa Wei,藏著並不等於遺忘,./Music/藏著並不等於遺忘/Waa Wei - Ophelia.mp3,./Cover/藏著並不等於遺忘.jpg,https://music.youtube.com/watch?v=9WiHNige6Ds,48,60,63,66,73
853,彼個所在,Waa Wei,藏著並不等於遺忘,./Music/藏著並不等於遺忘/Waa Wei - 彼個所在.mp3,./Cover/藏著並不等於遺忘.jpg,https://www.youtube.com/watch?v=A4wfEWUtY58,50,61,64,68,73
854,恐慌症,Waa Wei,藏著並不等於遺忘,./Music/藏著並不等於遺忘/Waa Wei - 恐慌症.mp3,./Cover/藏著並不等於遺忘.jpg,https://www.youtube.com/watch?v=IpVyvQHqSjo,53,61,68,71,74
855,既然不再假裝自己不是多愁善感的詩人,Waa Wei,藏著並不等於遺忘,./Music/藏著並不等於遺忘/Waa Wei - 既然不再假裝自己不是多愁善感的詩人.mp3,./Cover/藏著並不等於遺忘.jpg,https://www.youtube.com/watch?v=0tTo2MuVmAM,56,63,71,73,82
856,陪著你,Waa Wei,藏著並不等於遺忘,./Music/藏著並不等於遺忘/Waa Wei - 陪著你.mp3,./Cover/藏著並不等於遺忘.jpg,https://www.youtube.com/watch?v=CYb-tQ4kKg0,54,61,64,66,71
857,偏執狂,Andrew Tan,親愛的偏執狂,./Music/親愛的偏執狂/Andrew Tan - 偏執狂.mp3,./Cover/親愛的偏執狂.jpg,https://www.youtube.com/watch?v=lorhvni5TFw,52,60,62,64,70
858,天天情人節,Andrew Tan,親愛的偏執狂,./Music/親愛的偏執狂/Andrew Tan - 天天情人節.mp3,./Cover/親愛的偏執狂.jpg,https://www.youtube.com/watch?v=hWqSL_c69C0,51,55,60,62,66
859,好愛好散,Andrew Tan,親愛的偏執狂,./Music/親愛的偏執狂/Andrew Tan - 好愛好散.mp3,./Cover/親愛的偏執狂.jpg,https://www.youtube.com/watch?v=CTlmKECPLuU,48,59,60,64,76
860,練習愛情,Andrew Tan,親愛的偏執狂,./Music/親愛的偏執狂/Andrew Tan - 練習愛情.mp3,./Cover/親愛的偏執狂.jpg,https://www.youtube.com/watch?v=V8rQ52ob6d8,49,57,61,64,70
861,二十二歲的眼睛,吳青原,親愛的準備好要出發了嗎,./Music/親愛的準備好要出發了嗎/吳青原 - 二十二歲的眼睛.mp3,./Cover/親愛的準備好要出發了嗎.jpg,https://music.youtube.com/watch?v=qqEBmG03cvU,50,59,60,62,67
862,再見。一期一會的朋友,吳青原,親愛的準備好要出發了嗎,./Music/親愛的準備好要出發了嗎/吳青原 - 再見。一期一會的朋友.mp3,./Cover/親愛的準備好要出發了嗎.jpg,https://music.youtube.com/watch?v=WSyzEnfhvJk,49,56,59,60,63
863,我嫉妒妳是魚,吳青原,親愛的準備好要出發了嗎,./Music/親愛的準備好要出發了嗎/吳青原 - 我嫉妒妳是魚.mp3,./Cover/親愛的準備好要出發了嗎.jpg,https://music.youtube.com/watch?v=z9gmU6qJOCo,45,57,59,62,64
864,有人在家嗎,吳青原,親愛的準備好要出發了嗎,./Music/親愛的準備好要出發了嗎/吳青原 - 有人在家嗎.mp3,./Cover/親愛的準備好要出發了嗎.jpg,https://music.youtube.com/watch?v=-U072bA85fc,43,55,57,60,67
865,海上的人,吳青原,親愛的準備好要出發了嗎,./Music/親愛的準備好要出發了嗎/吳青原 - 海上的人.mp3,./Cover/親愛的準備好要出發了嗎.jpg,https://music.youtube.com/watch?v=_v3bPhtJtkg,49,55,59,61,68
866,親愛的準備好要出發了嗎,吳青原,親愛的準備好要出發了嗎,./Music/親愛的準備好要出發了嗎/吳青原 - 親愛的準備好要出發了嗎.mp3,./Cover/親愛的準備好要出發了嗎.jpg,https://music.youtube.com/watch?v=GaiRG2H4RDA,49,54,56,56,64
867,請帶走我的勇氣,吳青原,親愛的準備好要出發了嗎,./Music/親愛的準備好要出發了嗎/吳青原 - 請帶走我的勇氣.mp3,./Cover/親愛的準備好要出發了嗎.jpg,https://music.youtube.com/watch?v=SO9mXYFkVP0,48,55,59,61,67
868,那就飛吧,吳青原,親愛的準備好要出發了嗎,./Music/親愛的準備好要出發了嗎/吳青原 - 那就飛吧.mp3,./Cover/親愛的準備好要出發了嗎.jpg,https://music.youtube.com/watch?v=iPlLQw3cBzw,48,59,60,64,67
869,Can't stop,Rene Liu,親愛的路人,./Music/親愛的路人/Rene Liu - Can't stop.mp3,./Cover/親愛的路人.jpg,https://www.youtube.com/watch?v=DllnGkJuei8,53,60,67,68,71
870,Yes I do,Rene Liu,親愛的路人,./Music/親愛的路人/Rene Liu - Yes I do.mp3,./Cover/親愛的路人.jpg,https://www.youtube.com/watch?v=ExuYE2ToVwc,51,59,63,66,71
871,幸福不是情歌,Rene Liu,親愛的路人,./Music/親愛的路人/Rene Liu - 幸福不是情歌.mp3,./Cover/親愛的路人.jpg,https://www.youtube.com/watch?v=IaN0r2Db1MI,44,58,60,65,72
872,幸福就是,Rene Liu,親愛的路人,./Music/親愛的路人/Rene Liu - 幸福就是.mp3,./Cover/親愛的路人.jpg,https://www.youtube.com/watch?v=IaN0r2Db1MI,44,58,60,65,72
873,我在想你的時候睡著了,Rene Liu,親愛的路人,./Music/親愛的路人/Rene Liu - 我在想你的時候睡著了.mp3,./Cover/親愛的路人.jpg,https://www.youtube.com/watch?v=sLWytachw8E,51,58,61,62,80
874,我的敵人,Rene Liu,親愛的路人,./Music/親愛的路人/Rene Liu - 我的敵人.mp3,./Cover/親愛的路人.jpg,https://www.youtube.com/watch?v=YXLZZioEBNI,50,59,62,64,66
875,滿滿,Rene Liu,親愛的路人,./Music/親愛的路人/Rene Liu - 滿滿.mp3,./Cover/親愛的路人.jpg,https://www.youtube.com/watch?v=qVcLR1hSxLc,52,57,62,65,69
876,親愛的路人,Rene Liu,親愛的路人,./Music/親愛的路人/Rene Liu - 親愛的路人.mp3,./Cover/親愛的路人.jpg,https://www.youtube.com/watch?v=5UzWEtOkpCc,52,59,62,66,71
877,跳車,Rene Liu,親愛的路人,./Music/親愛的路人/Rene Liu - 跳車.mp3,./Cover/親愛的路人.jpg,https://www.youtube.com/watch?v=nCP11ldf8SE,51,57,61,64,69
878,訣愛 (劇集《蒼蘭訣》片頭曲),詹雯婷,訣愛,./Music/訣愛/詹雯婷 - 訣愛 (劇集《蒼蘭訣》片頭曲).mp3,./Cover/訣愛.jpg,https://music.youtube.com/watch?v=ivqVNORpylY,54,63,66,70,76
